"","CNTSTUID","CNT.x","ST001D01T","ST004D01T","STRATUM","ave_cr_social","ave_cr","ave_emp"
"4741",41005083,"KOR",10,2,"KOR02",NA,NA,3.6
"4742",41005084,"KOR",10,1,"KOR02",NA,NA,2.8
"4743",41005085,"KOR",10,2,"KOR02",NA,NA,2.8
"4744",41005086,"KOR",9,2,"KOR01",NA,NA,3.2
"4745",41005087,"KOR",10,2,"KOR02",NA,NA,4
"4746",41005088,"KOR",10,1,"KOR03",NA,NA,3.2
"4747",41005089,"KOR",10,2,"KOR03",NA,NA,NA
"4748",41005090,"KOR",10,1,"KOR02",2,1.77777777777778,4
"4749",41005091,"KOR",10,1,"KOR02",NA,NA,3
"4750",41005092,"KOR",10,2,"KOR02",NA,NA,3.6
"4751",41005093,"KOR",10,1,"KOR03",1,1.14285714285714,3.6
"4752",41005095,"KOR",10,1,"KOR02",NA,NA,3.2
"4753",41005096,"KOR",10,1,"KOR03",NA,NA,4
"4754",41005097,"KOR",10,1,"KOR02",NA,NA,NA
"4755",41005098,"KOR",10,1,"KOR02",NA,NA,4
"4756",41005099,"KOR",10,1,"KOR02",NA,NA,3
"4757",41005100,"KOR",10,1,"KOR02",NA,NA,2.8
"4758",41005101,"KOR",10,1,"KOR02",NA,NA,3.6
"4759",41005102,"KOR",10,2,"KOR02",NA,NA,4
"4760",41005103,"KOR",10,2,"KOR02",0.5,1.08333333333333,3.8
"4761",41005104,"KOR",10,1,"KOR02",1.33333333333333,1.4,2.8
"4762",41005105,"KOR",10,2,"KOR03",0,0.222222222222222,4.2
"4763",41005107,"KOR",10,2,"KOR02",1.4,1.35714285714286,3.6
"4764",41005108,"KOR",10,1,"KOR03",0.333333333333333,1.07142857142857,3.2
"4765",41005109,"KOR",10,1,"KOR02",NA,NA,3.2
"4766",41005110,"KOR",10,2,"KOR02",NA,NA,2.6
"4767",41005111,"KOR",10,2,"KOR02",NA,NA,3.2
"4768",41005112,"KOR",10,2,"KOR02",NA,NA,2.8
"4769",41005113,"KOR",10,2,"KOR02",NA,NA,3.2
"4770",41005114,"KOR",10,2,"KOR02",NA,NA,3.4
"4771",41005115,"KOR",10,1,"KOR02",NA,NA,3.4
"4772",41005116,"KOR",10,1,"KOR02",NA,NA,3.2
"4773",41005117,"KOR",10,1,"KOR02",NA,NA,3.4
"4774",41005118,"KOR",10,1,"KOR02",NA,NA,3.4
"4775",41005119,"KOR",10,2,"KOR02",2,1.42857142857143,3.2
"4776",41005120,"KOR",10,2,"KOR03",NA,NA,3.4
"4777",41005121,"KOR",10,1,"KOR02",NA,NA,2.8
"4778",41005122,"KOR",9,2,"KOR01",NA,NA,2.6
"4779",41005123,"KOR",10,2,"KOR03",NA,NA,3.8
"4780",41005124,"KOR",10,1,"KOR05",2,1.33333333333333,3.2
"4781",41005125,"KOR",10,1,"KOR02",NA,NA,4.2
"4782",41005126,"KOR",10,1,"KOR02",NA,NA,2.2
"4783",41005127,"KOR",10,1,"KOR02",NA,NA,3.6
"4784",41005128,"KOR",10,1,"KOR02",2,1.44444444444444,3.6
"4785",41005129,"KOR",10,2,"KOR02",1,1.25,2.6
"4786",41005131,"KOR",10,1,"KOR02",NA,NA,4
"4787",41005132,"KOR",10,2,"KOR02",NA,NA,3.8
"4788",41005133,"KOR",10,2,"KOR02",NA,NA,2
"4789",41005134,"KOR",10,2,"KOR02",NA,NA,3.8
"4790",41005135,"KOR",10,2,"KOR02",NA,NA,3.6
"4791",41005136,"KOR",10,1,"KOR03",NA,NA,2.8
"4792",41005137,"KOR",10,1,"KOR02",NA,NA,2.6
"4793",41005138,"KOR",10,1,"KOR02",NA,NA,2.8
"4794",41005139,"KOR",10,2,"KOR02",NA,NA,3.2
"4795",41005140,"KOR",9,1,"KOR01",1,0.909090909090909,3.4
"4796",41005141,"KOR",10,1,"KOR02",NA,NA,3.4
"4797",41005143,"KOR",10,1,"KOR02",NA,NA,3.4
"4798",41005144,"KOR",10,2,"KOR02",NA,NA,3.4
"4799",41005145,"KOR",10,2,"KOR02",NA,NA,3
"4800",41005146,"KOR",10,1,"KOR02",NA,NA,2.8
"4801",41005147,"KOR",10,1,"KOR02",NA,NA,3.6
"4802",41005148,"KOR",10,2,"KOR02",NA,NA,2.8
"4803",41005149,"KOR",10,2,"KOR02",2,1.66666666666667,2.4
"4804",41005151,"KOR",10,1,"KOR02",NA,NA,3.4
"4805",41005152,"KOR",10,2,"KOR02",1,1,3
"4806",41005153,"KOR",10,1,"KOR03",NA,NA,2.8
"4807",41005154,"KOR",10,2,"KOR02",NA,NA,3
"4808",41005155,"KOR",10,1,"KOR02",NA,NA,3.8
"4809",41005156,"KOR",10,2,"KOR02",NA,0.533333333333333,1
"4810",41005157,"KOR",10,1,"KOR02",NA,NA,3.6
"4811",41005158,"KOR",10,1,"KOR02",NA,NA,3.4
"4812",41005159,"KOR",10,1,"KOR02",NA,NA,3.2
"4813",41005160,"KOR",10,1,"KOR02",2,1.53333333333333,2.8
"4814",41005161,"KOR",10,1,"KOR02",NA,NA,2.8
"4815",41005162,"KOR",10,2,"KOR02",2,1.66666666666667,3.6
"4816",41005163,"KOR",10,1,"KOR02",NA,NA,3.4
"4817",41005164,"KOR",10,1,"KOR02",NA,NA,3.2
"4818",41005165,"KOR",10,1,"KOR03",NA,NA,2.8
"4819",41005166,"KOR",10,2,"KOR02",NA,NA,3
"4820",41005167,"KOR",10,2,"KOR02",NA,NA,3.2
"4821",41005168,"KOR",10,1,"KOR02",0,0.5,2.8
"4822",41005169,"KOR",10,2,"KOR02",NA,NA,4
"4823",41005170,"KOR",10,2,"KOR02",NA,NA,3
"4824",41005171,"KOR",10,2,"KOR02",0.5,0.888888888888889,4.6
"4825",41005172,"KOR",10,1,"KOR02",NA,NA,3.2
"4826",41005173,"KOR",9,1,"KOR01",1.5,1.07142857142857,3.4
"4827",41005175,"KOR",10,1,"KOR02",1.5,1.44444444444444,3.8
"4828",41005176,"KOR",9,2,"KOR01",NA,NA,NA
"4829",41005177,"KOR",10,2,"KOR02",NA,NA,2.6
"4830",41005178,"KOR",10,2,"KOR02",1.33333333333333,1.41666666666667,3.2
"4831",41005179,"KOR",10,1,"KOR02",1.66666666666667,1.73333333333333,3
"4832",41005180,"KOR",10,2,"KOR03",1,1.23076923076923,3.2
"4833",41005181,"KOR",10,2,"KOR02",NA,NA,4.2
"4834",41005182,"KOR",10,2,"KOR03",NA,NA,3.2
"4835",41005183,"KOR",10,1,"KOR02",NA,NA,2.6
"4836",41005184,"KOR",10,2,"KOR02",NA,NA,3
"4837",41005185,"KOR",10,1,"KOR02",2,1.44444444444444,3.2
"4838",41005186,"KOR",10,2,"KOR02",NA,NA,2.6
"4839",41005187,"KOR",10,1,"KOR02",NA,NA,3.4
"4840",41005188,"KOR",10,1,"KOR02",0.666666666666667,1.2,4.2
"4841",41005189,"KOR",10,2,"KOR02",NA,NA,3.6
"4842",41005190,"KOR",10,2,"KOR02",0.666666666666667,1.07142857142857,5
"4843",41005191,"KOR",10,2,"KOR02",NA,NA,NA
"4844",41005192,"KOR",10,2,"KOR02",NA,NA,3.4
"4845",41005193,"KOR",10,2,"KOR05",0.5,0.857142857142857,3.2
"4846",41005194,"KOR",10,1,"KOR02",0.666666666666667,1.33333333333333,2.6
"4847",41005196,"KOR",10,1,"KOR02",0.75,1.11111111111111,2.2
"4848",41005197,"KOR",10,1,"KOR02",NA,NA,4.4
"4849",41005198,"KOR",10,2,"KOR03",NA,NA,4
"4850",41005200,"KOR",10,1,"KOR02",NA,1.46666666666667,4.4
"4851",41005201,"KOR",10,1,"KOR03",NA,NA,3
"4852",41005202,"KOR",10,1,"KOR02",NA,NA,3.2
"4853",41005203,"KOR",10,1,"KOR02",NA,NA,2.4
"4854",41005204,"KOR",10,2,"KOR02",NA,NA,2.6
"4855",41005205,"KOR",10,2,"KOR02",NA,NA,NA
"4856",41005206,"KOR",10,2,"KOR03",NA,NA,3.2
"4857",41005207,"KOR",10,2,"KOR02",NA,NA,2.6
"4858",41005208,"KOR",9,2,"KOR01",1,1.4,2.6
"4859",41005209,"KOR",10,1,"KOR02",NA,NA,3.4
"4860",41005210,"KOR",9,1,"KOR01",NA,NA,3
"4861",41005211,"KOR",10,1,"KOR03",NA,NA,3
"4862",41005212,"KOR",10,2,"KOR02",1.33333333333333,1.58333333333333,3.4
"4863",41005213,"KOR",10,1,"KOR03",NA,NA,2.2
"4864",41005214,"KOR",10,1,"KOR02",1.25,1.33333333333333,3.2
"4865",41005215,"KOR",10,2,"KOR02",NA,NA,4.2
"4866",41005216,"KOR",10,1,"KOR02",NA,NA,2.4
"4867",41005217,"KOR",10,1,"KOR03",NA,NA,3
"4868",41005218,"KOR",10,2,"KOR03",NA,NA,2
"4869",41005219,"KOR",10,1,"KOR03",NA,NA,4
"4870",41005220,"KOR",10,1,"KOR02",NA,NA,2.8
"4871",41005221,"KOR",10,2,"KOR03",0.5,0.846153846153846,3.6
"4872",41005222,"KOR",10,2,"KOR02",NA,NA,3.6
"4873",41005223,"KOR",10,2,"KOR02",NA,NA,NA
"4874",41005224,"KOR",10,1,"KOR02",2,1.46666666666667,3.6
"4875",41005225,"KOR",10,2,"KOR02",NA,NA,3
"4876",41005226,"KOR",10,2,"KOR03",0,0.333333333333333,3
"4877",41005228,"KOR",10,2,"KOR03",NA,0,3.4
"4878",41005229,"KOR",10,2,"KOR02",NA,1.09090909090909,3.6
"4879",41005230,"KOR",10,2,"KOR02",NA,NA,3.4
"4880",41005231,"KOR",10,2,"KOR02",NA,NA,3
"4881",41005233,"KOR",10,2,"KOR02",NA,NA,4
"4882",41005234,"KOR",10,2,"KOR02",NA,NA,2.6
"4883",41005235,"KOR",10,2,"KOR02",NA,NA,3
"4884",41005236,"KOR",10,1,"KOR03",NA,1.2,3.2
"4885",41005237,"KOR",9,1,"KOR01",NA,NA,3
"4886",41005238,"KOR",10,2,"KOR02",NA,NA,3
"4887",41005239,"KOR",10,2,"KOR02",NA,NA,3
"4888",41005240,"KOR",10,1,"KOR02",NA,NA,3.6
"4889",41005241,"KOR",10,2,"KOR02",NA,NA,2.4
"4890",41005242,"KOR",10,2,"KOR02",NA,NA,2.2
"4891",41005243,"KOR",10,2,"KOR03",NA,NA,2.8
"4892",41005244,"KOR",10,1,"KOR02",NA,NA,3.8
"4893",41005245,"KOR",10,2,"KOR03",NA,NA,3
"4894",41005246,"KOR",10,2,"KOR02",NA,NA,4.6
"4895",41005247,"KOR",10,2,"KOR03",NA,NA,2.2
"4896",41005248,"KOR",10,1,"KOR02",NA,NA,2.8
"4897",41005249,"KOR",10,2,"KOR02",NA,NA,NA
"4898",41005250,"KOR",10,1,"KOR02",NA,NA,2.8
"4899",41005251,"KOR",10,1,"KOR02",NA,NA,2.8
"4900",41005252,"KOR",9,1,"KOR01",NA,NA,3
"4901",41005254,"KOR",10,2,"KOR02",NA,NA,2.6
"4902",41005255,"KOR",9,1,"KOR01",0,0.9,3.6
"4903",41005256,"KOR",10,2,"KOR02",NA,NA,3
"4904",41005257,"KOR",10,2,"KOR03",1.33333333333333,1.5,3.2
"4905",41005258,"KOR",10,2,"KOR02",NA,NA,3.2
"4906",41005259,"KOR",10,1,"KOR03",1.8,1.35714285714286,3
"4907",41005261,"KOR",10,2,"KOR02",NA,NA,3
"4908",41005262,"KOR",10,2,"KOR02",2,1.27272727272727,3
"4909",41005263,"KOR",10,1,"KOR02",NA,NA,3.6
"4910",41005264,"KOR",10,1,"KOR02",NA,NA,2.6
"4911",41005265,"KOR",10,2,"KOR02",NA,NA,3.8
"4912",41005266,"KOR",10,1,"KOR03",NA,NA,3.6
"4913",41005267,"KOR",10,1,"KOR02",NA,NA,3.2
"4914",41005268,"KOR",10,1,"KOR02",1,1.21428571428571,3.4
"4915",41005269,"KOR",10,2,"KOR03",NA,NA,3.2
"4916",41005270,"KOR",10,1,"KOR02",NA,NA,2.6
"4917",41005271,"KOR",10,1,"KOR03",NA,NA,3
"4918",41005272,"KOR",10,1,"KOR02",1.33333333333333,1.11111111111111,3.2
"4919",41005273,"KOR",10,1,"KOR02",NA,NA,3.4
"4920",41005274,"KOR",10,2,"KOR02",NA,NA,3.2
"4921",41005275,"KOR",10,2,"KOR02",1.5,1.1,NA
"4922",41005276,"KOR",10,2,"KOR02",NA,NA,3.4
"4923",41005277,"KOR",10,1,"KOR02",NA,NA,3.6
"4924",41005279,"KOR",10,1,"KOR02",1.6,1.35714285714286,4.8
"4925",41005280,"KOR",10,1,"KOR02",NA,NA,3.4
"4926",41005281,"KOR",10,1,"KOR02",NA,NA,3.8
"4927",41005283,"KOR",10,2,"KOR03",NA,NA,2.6
"4928",41005284,"KOR",10,2,"KOR03",0,0.7,2.2
"4929",41005285,"KOR",10,1,"KOR02",NA,NA,3.8
"4930",41005286,"KOR",10,2,"KOR02",NA,NA,NA
"4931",41005287,"KOR",10,2,"KOR02",NA,NA,3.6
"4932",41005288,"KOR",10,2,"KOR03",NA,NA,3
"4933",41005289,"KOR",9,2,"KOR01",NA,NA,3.4
"4934",41005290,"KOR",10,1,"KOR02",NA,NA,2.8
"4935",41005291,"KOR",10,1,"KOR02",1.5,1.375,3.4
"4936",41005292,"KOR",10,1,"KOR02",NA,NA,4
"4937",41005293,"KOR",10,2,"KOR02",1,1.33333333333333,3.4
"4938",41005294,"KOR",10,2,"KOR03",1.5,1.26666666666667,3
"4939",41005295,"KOR",10,1,"KOR02",NA,NA,2.8
"4940",41005296,"KOR",10,2,"KOR03",NA,NA,2.8
"4941",41005297,"KOR",10,2,"KOR03",1,0.777777777777778,2.8
"4942",41005298,"KOR",10,1,"KOR02",2,1.6,3.4
"4943",41005299,"KOR",10,2,"KOR02",NA,NA,3.2
"4944",41005300,"KOR",10,2,"KOR03",NA,NA,3
"4945",41005301,"KOR",9,2,"KOR01",NA,NA,3.4
"4946",41005302,"KOR",10,2,"KOR03",NA,NA,3
"4947",41005303,"KOR",10,1,"KOR02",NA,1.53333333333333,3.4
"4948",41005304,"KOR",10,1,"KOR02",NA,NA,3.8
"4949",41005305,"KOR",10,1,"KOR02",NA,NA,NA
"4950",41005306,"KOR",10,1,"KOR02",NA,NA,3.2
"4951",41005307,"KOR",10,2,"KOR02",NA,NA,3.2
"4952",41005308,"KOR",9,2,"KOR01",NA,NA,2.8
"4953",41005309,"KOR",10,1,"KOR02",NA,NA,3.4
"4954",41005310,"KOR",10,1,"KOR02",NA,NA,3.8
"4955",41005311,"KOR",10,2,"KOR02",NA,NA,3.4
"4956",41005312,"KOR",10,1,"KOR02",1,0.769230769230769,2.4
"4957",41005313,"KOR",10,2,"KOR02",NA,NA,3
"4958",41005315,"KOR",10,1,"KOR02",NA,NA,3.4
"4959",41005316,"KOR",10,2,"KOR02",NA,NA,2.8
"4960",41005317,"KOR",10,1,"KOR02",1,1.7,3.4
"4961",41005318,"KOR",10,1,"KOR02",NA,NA,3.8
"4962",41005319,"KOR",10,1,"KOR02",NA,NA,2.8
"4963",41005320,"KOR",10,1,"KOR02",1,1.46153846153846,4.2
"4964",41005321,"KOR",10,1,"KOR02",0,1,2.4
"4965",41005322,"KOR",10,1,"KOR02",0.666666666666667,1,3.4
"4966",41005324,"KOR",10,2,"KOR02",0,0.8,3
"4967",41005325,"KOR",10,1,"KOR02",NA,NA,3.6
"4968",41005326,"KOR",10,2,"KOR02",0,0.444444444444444,1
"4969",41005327,"KOR",10,1,"KOR02",NA,NA,3.6
"4970",41005328,"KOR",10,1,"KOR02",NA,NA,3.6
"4971",41005329,"KOR",10,1,"KOR02",NA,NA,3.6
"4972",41005330,"KOR",9,1,"KOR01",1.4,1.42857142857143,3.4
"4973",41005331,"KOR",9,2,"KOR01",NA,NA,3
"4974",41005332,"KOR",10,1,"KOR02",2,1.625,3.2
"4975",41005333,"KOR",10,1,"KOR02",NA,NA,2.6
"4976",41005334,"KOR",10,1,"KOR02",NA,NA,3
"4977",41005335,"KOR",10,1,"KOR02",NA,NA,3.4
"4978",41005336,"KOR",10,1,"KOR02",NA,NA,3.6
"4979",41005337,"KOR",10,1,"KOR02",NA,NA,2.6
"4980",41005338,"KOR",10,2,"KOR03",0.4,1.14285714285714,3.4
"4981",41005339,"KOR",10,2,"KOR02",2,1.66666666666667,4
"4982",41005340,"KOR",10,2,"KOR02",2,1.28571428571429,3.4
"4983",41005341,"KOR",10,1,"KOR02",2,1.6,3.4
"4984",41005342,"KOR",10,2,"KOR02",NA,1,4
"4985",41005343,"KOR",10,1,"KOR02",NA,NA,3
"4986",41005344,"KOR",10,2,"KOR03",NA,NA,3.6
"4987",41005345,"KOR",10,2,"KOR02",NA,NA,3.6
"4988",41005346,"KOR",10,2,"KOR02",1.33333333333333,1.33333333333333,3
"4989",41005348,"KOR",10,1,"KOR02",NA,NA,2.6
"4990",41005349,"KOR",10,2,"KOR02",NA,NA,3.2
"4991",41005350,"KOR",10,1,"KOR02",NA,NA,2.6
"4992",41005352,"KOR",10,2,"KOR02",NA,NA,3.2
"4993",41005353,"KOR",9,1,"KOR01",NA,NA,3.4
"4994",41005354,"KOR",10,1,"KOR02",0.5,1.11111111111111,3.2
"4995",41005355,"KOR",10,2,"KOR02",NA,NA,3.2
"4996",41005356,"KOR",10,1,"KOR02",NA,NA,3.2
"4997",41005358,"KOR",10,2,"KOR03",NA,NA,3
"4998",41005359,"KOR",10,2,"KOR02",2,1.5,4.4
"4999",41005360,"KOR",10,2,"KOR02",NA,NA,2
"5000",41005361,"KOR",10,1,"KOR02",NA,NA,2.8
"5001",41005362,"KOR",10,1,"KOR02",NA,NA,2.4
"5002",41005363,"KOR",10,2,"KOR02",NA,NA,NA
"5003",41005364,"KOR",10,2,"KOR02",NA,NA,3.6
"5004",41005365,"KOR",10,1,"KOR02",NA,NA,3
"5005",41005366,"KOR",10,2,"KOR02",NA,NA,3.4
"5006",41005367,"KOR",10,2,"KOR02",NA,NA,3.4
"5007",41005368,"KOR",10,2,"KOR02",1.66666666666667,1.11111111111111,2.4
"5008",41005369,"KOR",10,1,"KOR02",NA,NA,3.2
"5009",41005370,"KOR",10,2,"KOR02",NA,NA,3.6
"5010",41005371,"KOR",10,1,"KOR03",NA,NA,2.4
"5011",41005372,"KOR",10,2,"KOR02",NA,NA,2.8
"5012",41005373,"KOR",10,1,"KOR02",NA,NA,4.6
"5013",41005374,"KOR",10,2,"KOR02",NA,NA,2.8
"5014",41005375,"KOR",9,2,"KOR01",NA,NA,3.4
"5015",41005376,"KOR",10,1,"KOR02",NA,NA,3.2
"5016",41005377,"KOR",9,2,"KOR01",1.25,1.55555555555556,3
"5017",41005378,"KOR",10,1,"KOR02",0,1.5,3.8
"5018",41005379,"KOR",10,2,"KOR02",NA,NA,5
"5019",41005380,"KOR",10,2,"KOR02",NA,NA,3
"5020",41005381,"KOR",10,2,"KOR03",2,1.5,2.4
"5021",41005382,"KOR",10,2,"KOR02",NA,NA,3.4
"5022",41005383,"KOR",10,1,"KOR03",0.333333333333333,0.857142857142857,2
"5023",41005384,"KOR",10,1,"KOR02",NA,NA,2.6
"5024",41005386,"KOR",10,2,"KOR03",1.66666666666667,1.6,2.8
"5025",41005387,"KOR",10,1,"KOR03",NA,NA,3.6
"5026",41005388,"KOR",10,2,"KOR02",NA,NA,3.8
"5027",41005389,"KOR",10,1,"KOR05",NA,NA,NA
"5028",41005390,"KOR",10,2,"KOR02",0,1,2.8
"5029",41005391,"KOR",10,2,"KOR02",NA,NA,4
"5030",41005392,"KOR",10,2,"KOR02",NA,NA,2.8
"5031",41005393,"KOR",10,2,"KOR02",NA,NA,3.6
"5032",41005394,"KOR",10,2,"KOR02",NA,NA,3
"5033",41005395,"KOR",10,1,"KOR03",NA,NA,3.2
"5034",41005396,"KOR",10,1,"KOR02",2,1.44444444444444,2.4
"5035",41005397,"KOR",10,1,"KOR04",NA,NA,3.2
"5036",41005399,"KOR",10,2,"KOR03",NA,NA,2.8
"5037",41005400,"KOR",10,2,"KOR02",NA,NA,3.4
"5038",41005401,"KOR",10,1,"KOR02",1.5,1.30769230769231,2.6
"5039",41005403,"KOR",10,2,"KOR02",NA,NA,2.6
"5040",41005404,"KOR",10,2,"KOR02",NA,NA,2.6
"5041",41005405,"KOR",10,1,"KOR02",NA,NA,3.4
"5042",41005406,"KOR",10,2,"KOR02",1.66666666666667,1.33333333333333,3.6
"5043",41005407,"KOR",10,2,"KOR03",0,0.777777777777778,3
"5044",41005408,"KOR",10,1,"KOR02",NA,NA,2.6
"5045",41005409,"KOR",10,2,"KOR02",2,1.66666666666667,3.2
"5046",41005411,"KOR",10,1,"KOR02",NA,NA,3.4
"5047",41005412,"KOR",10,2,"KOR02",2,1.55555555555556,4
"5048",41005413,"KOR",10,2,"KOR02",NA,NA,3
"5049",41005414,"KOR",10,2,"KOR02",1.2,1.42857142857143,3
"5050",41005415,"KOR",10,2,"KOR02",NA,NA,4.6
"5051",41005416,"KOR",10,1,"KOR02",NA,NA,3.2
"5052",41005417,"KOR",10,2,"KOR02",NA,NA,5
"5053",41005418,"KOR",10,2,"KOR02",NA,NA,4.4
"5054",41005419,"KOR",10,2,"KOR05",NA,NA,NA
"5055",41005420,"KOR",10,1,"KOR02",NA,NA,3.2
"5056",41005421,"KOR",10,1,"KOR02",NA,NA,3.2
"5057",41005422,"KOR",10,1,"KOR02",NA,NA,3.2
"5058",41005423,"KOR",10,1,"KOR02",NA,NA,3
"5059",41005424,"KOR",10,2,"KOR02",NA,NA,4
"5060",41005425,"KOR",10,1,"KOR02",NA,NA,2.8
"5061",41005426,"KOR",10,1,"KOR03",NA,NA,3.4
"5062",41005427,"KOR",10,1,"KOR02",1,1.42857142857143,3.2
"5063",41005429,"KOR",10,2,"KOR02",NA,NA,4.4
"5064",41005430,"KOR",10,1,"KOR02",NA,NA,3.2
"5065",41005431,"KOR",10,2,"KOR02",NA,NA,2.8
"5066",41005432,"KOR",9,2,"KOR01",NA,NA,2.6
"5067",41005433,"KOR",10,1,"KOR02",NA,NA,3.4
"5068",41005434,"KOR",10,2,"KOR02",NA,NA,3.2
"5069",41005435,"KOR",10,2,"KOR03",NA,NA,3
"5070",41005436,"KOR",10,1,"KOR02",NA,NA,2
"5071",41005437,"KOR",10,2,"KOR02",NA,NA,3
"5072",41005439,"KOR",10,2,"KOR02",NA,NA,2.4
"5073",41005441,"KOR",10,2,"KOR02",1.33333333333333,1.22222222222222,3.6
"5074",41005442,"KOR",10,2,"KOR02",NA,NA,2.8
"5075",41005443,"KOR",10,1,"KOR02",NA,NA,3
"5076",41005444,"KOR",10,1,"KOR02",0.333333333333333,1.07142857142857,3.6
"5077",41005445,"KOR",10,2,"KOR02",2,1.64285714285714,3.4
"5078",41005446,"KOR",10,1,"KOR02",NA,1.66666666666667,3.2
"5079",41005447,"KOR",10,1,"KOR02",2,1.5,2.6
"5080",41005448,"KOR",10,1,"KOR02",NA,1.28571428571429,3.2
"5081",41005449,"KOR",10,2,"KOR02",NA,NA,3
"5082",41005450,"KOR",9,1,"KOR01",NA,NA,3.8
"5083",41005451,"KOR",10,2,"KOR02",NA,NA,4
"5084",41005452,"KOR",10,2,"KOR02",NA,NA,2.6
"5085",41005453,"KOR",10,1,"KOR02",NA,NA,2.8
"5086",41005454,"KOR",10,2,"KOR03",NA,NA,2.8
"5087",41005455,"KOR",10,2,"KOR02",NA,NA,3
"5088",41005456,"KOR",10,1,"KOR02",NA,NA,3.8
"5089",41005457,"KOR",10,2,"KOR02",NA,NA,3.6
"5090",41005458,"KOR",10,2,"KOR02",NA,NA,3.6
"5091",41005461,"KOR",10,2,"KOR02",NA,NA,3.6
"5092",41005462,"KOR",10,1,"KOR02",1,1.2,4.2
"5093",41005463,"KOR",10,1,"KOR02",NA,NA,4
"5094",41005465,"KOR",10,2,"KOR02",0,1.33333333333333,3
"5095",41005466,"KOR",10,2,"KOR02",2,1.9,3.2
"5096",41005467,"KOR",10,1,"KOR03",NA,NA,4.6
"5097",41005468,"KOR",10,1,"KOR02",NA,NA,3.8
"5098",41005469,"KOR",11,1,"KOR03",NA,NA,2.8
"5099",41005470,"KOR",10,1,"KOR02",NA,NA,3.6
"5100",41005471,"KOR",10,1,"KOR02",0.8,0.857142857142857,4
"5101",41005472,"KOR",10,1,"KOR02",NA,NA,3
"5102",41005473,"KOR",10,2,"KOR02",2,1.5,3
"5103",41005474,"KOR",10,1,"KOR03",NA,NA,3.2
"5104",41005475,"KOR",10,1,"KOR02",NA,NA,3.4
"5105",41005476,"KOR",10,2,"KOR03",NA,NA,3
"5106",41005477,"KOR",10,1,"KOR02",NA,NA,2.8
"5107",41005478,"KOR",10,1,"KOR02",NA,NA,3
"5108",41005479,"KOR",10,1,"KOR02",NA,NA,3.8
"5109",41005480,"KOR",10,2,"KOR02",1.5,0.666666666666667,3.2
"5110",41005481,"KOR",10,1,"KOR02",NA,NA,2.2
"5111",41005482,"KOR",10,2,"KOR03",NA,NA,2.2
"5112",41005483,"KOR",10,1,"KOR02",2,1.4,3
"5113",41005484,"KOR",10,2,"KOR02",NA,NA,3
"5114",41005485,"KOR",10,1,"KOR02",2,1,3.2
"5115",41005486,"KOR",9,2,"KOR01",NA,NA,3
"5116",41005487,"KOR",10,2,"KOR02",NA,NA,1.8
"5117",41005488,"KOR",9,1,"KOR01",1.5,1.55555555555556,3
"5118",41005490,"KOR",10,1,"KOR02",1.66666666666667,1.11111111111111,3
"5119",41005491,"KOR",9,2,"KOR01",1,1.125,3
"5120",41005492,"KOR",10,1,"KOR02",NA,NA,3.2
"5121",41005493,"KOR",10,1,"KOR02",NA,NA,3.2
"5122",41005494,"KOR",10,2,"KOR02",1.33333333333333,1,2.8
"5123",41005495,"KOR",10,2,"KOR02",1.33333333333333,1.22222222222222,3.4
"5124",41005496,"KOR",10,2,"KOR02",NA,NA,3.6
"5125",41005497,"KOR",10,2,"KOR02",1,1.11111111111111,1.8
"5126",41005498,"KOR",10,2,"KOR02",1.33333333333333,1.18181818181818,3.2
"5127",41005499,"KOR",10,2,"KOR02",NA,NA,3.2
"5128",41005500,"KOR",10,1,"KOR02",0,1.33333333333333,3.2
"5129",41005501,"KOR",10,1,"KOR02",1.33333333333333,1.33333333333333,3.2
"5130",41005502,"KOR",10,2,"KOR03",NA,1.26666666666667,3.6
"5131",41005503,"KOR",10,2,"KOR02",0.8,0.846153846153846,1.6
"5132",41005504,"KOR",10,2,"KOR03",0,0.666666666666667,3.6
"5133",41005505,"KOR",10,2,"KOR02",NA,NA,3.6
"5134",41005506,"KOR",10,1,"KOR02",NA,NA,2.8
"5135",41005507,"KOR",10,2,"KOR02",NA,NA,2.8
"5136",41005508,"KOR",10,2,"KOR02",NA,NA,3
"5137",41005509,"KOR",10,1,"KOR02",NA,NA,3.8
"5138",41005510,"KOR",10,2,"KOR02",NA,NA,3
"5139",41005511,"KOR",10,1,"KOR02",1.66666666666667,1.55555555555556,2.6
"5140",41005512,"KOR",10,1,"KOR03",0.4,0.538461538461538,3.6
"5141",41005513,"KOR",10,2,"KOR02",NA,NA,3
"5142",41005514,"KOR",10,2,"KOR02",NA,NA,3.6
"5143",41005515,"KOR",10,2,"KOR02",NA,NA,2.8
"5144",41005516,"KOR",10,1,"KOR02",NA,NA,3
"5145",41005517,"KOR",10,1,"KOR02",NA,NA,3.4
"5146",41005519,"KOR",10,1,"KOR02",1,1.33333333333333,NA
"5147",41005520,"KOR",10,1,"KOR02",NA,NA,3
"5148",41005521,"KOR",9,2,"KOR01",0.25,0.666666666666667,3.8
"5149",41005522,"KOR",10,2,"KOR03",NA,NA,2.8
"5150",41005523,"KOR",10,1,"KOR02",NA,NA,3.4
"5151",41005524,"KOR",10,1,"KOR02",0.666666666666667,0.571428571428571,2.8
"5152",41005525,"KOR",10,1,"KOR02",NA,NA,3.6
